Data:float
"-8750.0"
"-12028.0"
"-10360.0"
"-4422.0"
"3388.0"
"9782.0"
"12150.0"
"9408.0"
"2816.0"
"-4848.0"
"-10578.0"
"-11986.0"
"-8364.0"
"-1298.0"
"6278.0"
"11292.0"
"11606.0"
"7104.0"
"-282.0"
"-7524.0"
"-11742.0"
"-11104.0"
"-5806.0"
"1874.0"
"8726.0"
"12020.0"
"10312.0"
"4354.0"
"-3352.0"
"-9712.0"
"-12110.0"
"-9468.0"
"-2858.0"
"4906.0"
"10604.0"
"11948.0"
"8326.0"
"1296.0"
"-6218.0"
"-11258.0"
"-11656.0"
"-7166.0"
"314.0"
"7564.0"
"11738.0"
"11074.0"
"5784.0"
"-1814.0"
"-8726.0"
"-12024.0"
"-10380.0"
"-4398.0"
"3412.0"
"9800.0"
"12102.0"
"9382.0"
"2868.0"
"-4840.0"
"-10602.0"
"-11968.0"
"-8400.0"
"-1336.0"
"6324.0"
"11304.0"
"11572.0"
"7136.0"
"-238.0"
"-7516.0"
"-11750.0"
"-11102.0"
"-5872.0"
"1820.0"
"8786.0"
"12042.0"
"10326.0"
"4370.0"
"-3342.0"
"-9714.0"
"-12132.0"
"-9450.0"
"-2900.0"
"4882.0"
"10610.0"
"11944.0"
"8346.0"
"1346.0"
"-6230.0"
"-11256.0"
"-11628.0"
"-7210.0"
"250.0"
"7572.0"
"11784.0"
"11110.0"
"5768.0"
"-1852.0"
"-8680.0"
"-12046.0"
"-10376.0"
"-4378.0"
"3382.0"
"9770.0"
"12104.0"
"9392.0"
"2874.0"
"-4840.0"
"-10578.0"
"-11968.0"
"-8396.0"
"-1312.0"
"6278.0"
"11262.0"
"11610.0"
"7130.0"
"-214.0"
"-7540.0"
"-11742.0"
"-11106.0"
"-5858.0"
"1834.0"
"8740.0"
"12078.0"
"10284.0"
"4364.0"
"-3316.0"
"-9702.0"
"-12104.0"
"-9502.0"
"-2906.0"
"4894.0"
"10626.0"
"11942.0"
"8336.0"
"1322.0"
"-6206.0"
"-11256.0"
"-11656.0"
"-7180.0"
"276.0"
"7566.0"
"11762.0"
"11078.0"
"5802.0"
"-1778.0"
"-8708.0"
"-12036.0"
"-10392.0"
"-4452.0"
"3368.0"
"9810.0"
"12130.0"
"9396.0"
"2860.0"
"-4784.0"
"-10548.0"
"-12010.0"
"-8430.0"
"-1342.0"
"6262.0"
"11258.0"
"11630.0"
"7146.0"
"-208.0"
"-7514.0"
"-11738.0"
"-11114.0"
"-5852.0"
"1820.0"
"8734.0"
"12028.0"
"10322.0"
"4376.0"
"-3334.0"
"-9690.0"
"-12110.0"
"-9488.0"
"-2876.0"
"4868.0"
"10574.0"
"11964.0"
"8356.0"
"1350.0"
"-6216.0"
"-11274.0"
"-11654.0"
"-7210.0"
"246.0"
"7592.0"
"11790.0"
"11070.0"
"5796.0"
"-1792.0"
"-8714.0"
"-12024.0"
"-10382.0"
"-4454.0"
"3398.0"
"9762.0"
"12090.0"
"9426.0"
"2884.0"
"-4776.0"
"-10592.0"
"-12002.0"
"-8422.0"
"-1324.0"
"6284.0"
"11258.0"
"11614.0"
"7142.0"
"-204.0"
"-7516.0"
"-11744.0"
"-11110.0"
"-5864.0"
"1810.0"
"8764.0"
"12018.0"
"10318.0"
"4406.0"
"-3330.0"
"-9696.0"
"-12144.0"
"-9478.0"
"-2908.0"
"4886.0"
"10626.0"
"11944.0"
"8346.0"
"1356.0"
"-6216.0"
"-11252.0"
"-11644.0"
"-7202.0"
"228.0"
"7576.0"
"11738.0"
"11074.0"
"5822.0"
"-1760.0"
"-8690.0"
"-12038.0"
"-10396.0"
"-4446.0"
"3356.0"
"9740.0"
"12134.0"
"9452.0"
"2888.0"
"-4822.0"
"-10570.0"
"-11986.0"
"-8430.0"
"-1332.0"
"6264.0"
"11258.0"
