Data:float
"-1206.0"
"-1165.0"
"-1128.0"
"-1088.0"
"-1035.0"
"-991.0"
"-937.0"
"-885.0"
"-831.0"
"-775.0"
"-716.0"
"-649.0"
"-590.0"
"-527.0"
"-460.0"
"-398.0"
"-339.0"
"-273.0"
"-204.0"
"-136.0"
"-73.0"
"-4.0"
"59.0"
"125.0"
"194.0"
"256.0"
"313.0"
"365.0"
"428.0"
"488.0"
"549.0"
"595.0"
"641.0"
"693.0"
"746.0"
"794.0"
"825.0"
"867.0"
"905.0"
"944.0"
"975.0"
"993.0"
"1016.0"
"1037.0"
"1063.0"
"1074.0"
"1084.0"
"1087.0"
"1099.0"
"1102.0"
"1095.0"
"1096.0"
"1082.0"
"1078.0"
"1057.0"
"1028.0"
"1009.0"
"984.0"
"957.0"
"924.0"
"890.0"
"858.0"
"815.0"
"772.0"
"720.0"
"667.0"
"618.0"
"567.0"
"513.0"
"454.0"
"395.0"
"334.0"
"278.0"
"216.0"
"143.0"
"84.0"
"24.0"
"-46.0"
"-118.0"
"-191.0"
"-240.0"
"-307.0"
"-374.0"
"-442.0"
"-512.0"
"-569.0"
"-629.0"
"-683.0"
"-747.0"
"-805.0"
"-862.0"
"-910.0"
"-965.0"
"-1019.0"
"-1064.0"
"-1106.0"
"-1146.0"
"-1186.0"
"-1219.0"
"-1254.0"
"-1284.0"
"-1307.0"
"-1339.0"
"-1368.0"
"-1389.0"
"-1400.0"
"-1406.0"
"-1421.0"
"-1423.0"
"-1422.0"
"-1415.0"
"-1410.0"
"-1407.0"
"-1391.0"
"-1375.0"
"-1351.0"
"-1333.0"
"-1310.0"
"-1280.0"
"-1245.0"
"-1211.0"
"-1180.0"
"-1134.0"
"-1092.0"
"-1044.0"
"-990.0"
"-939.0"
"-884.0"
"-835.0"
"-776.0"
"-718.0"
"-659.0"
"-598.0"
"-532.0"
"-466.0"
"-401.0"
"-343.0"
"-278.0"
"-209.0"
"-140.0"
"-75.0"
"-11.0"
"57.0"
"124.0"
"193.0"
"251.0"
"310.0"
"371.0"
"430.0"
"490.0"
"539.0"
"593.0"
"649.0"
"700.0"
"752.0"
"784.0"
"822.0"
"868.0"
"917.0"
"951.0"
"972.0"
"1001.0"
"1021.0"
"1049.0"
"1071.0"
"1072.0"
"1090.0"
"1100.0"
"1104.0"
"1105.0"
"1102.0"
"1096.0"
"1087.0"
"1074.0"
"1055.0"
"1035.0"
"1016.0"
"992.0"
"964.0"
"928.0"
"892.0"
"862.0"
"820.0"
"768.0"
"716.0"
"673.0"
"619.0"
"569.0"
"512.0"
"452.0"
"396.0"
"340.0"
"275.0"
"211.0"
"151.0"
"89.0"
"28.0"
"-47.0"
"-115.0"
"-184.0"
"-248.0"
"-309.0"
"-382.0"
"-451.0"
"-514.0"
"-569.0"
"-627.0"
"-696.0"
"-748.0"
"-805.0"
"-858.0"
"-913.0"
"-973.0"
"-1022.0"
"-1063.0"
"-1112.0"
"-1150.0"
"-1191.0"
"-1226.0"
"-1256.0"
"-1283.0"
"-1318.0"
"-1353.0"
"-1370.0"
"-1382.0"
"-1394.0"
"-1410.0"
"-1417.0"
"-1420.0"
"-1421.0"
"-1414.0"
"-1418.0"
"-1404.0"
"-1385.0"
"-1376.0"
"-1351.0"
"-1339.0"
"-1306.0"
"-1271.0"
"-1242.0"
"-1208.0"
"-1172.0"
"-1124.0"
"-1084.0"
"-1038.0"
"-991.0"
"-937.0"
"-884.0"
"-830.0"
"-767.0"
"-712.0"
"-655.0"
"-589.0"
"-531.0"
"-463.0"
"-400.0"
